Departamento,Código da Disciplina,Descrição da Disciplina,Nível de Ensino,Curso(s),Carga Horária,Teórica/Prática,Cód. Pré-Requisitos,Cód. Co-Requisitos,Data da Apuração
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.182,GEOGRAFIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.183,HISTÓRIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.184,HISTÓRIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.185,HISTÓRIA - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.186,FILOSOFIA - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.187,FILOSOFIA - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.188,SOCIOLOGIA,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",160,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.189,LÍNGUA ESTRANGEIRA: INGLÊS - 1ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.190,LÍNGUA ESTRANGEIRA: INGLÊS - 2ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.191,LÍNGUA ESTRANGEIRA: INGLÊS - 3ª SÉRIE,TÉCNICO INTEGRADO,"TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA , TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA , TÉCNICO DE NÍVEL MÉDIO EM EDIFICAÇÕES (INTEGRADO)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8FG.195,TÓPICOS EM EDUCAÇÃO FÍSICA,TÉCNICO INTEGRADO,NULL,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.012,LABORATÓRIO DE BANCO DE DADOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.013,FUNDAMENTOS DE INFORMÁTICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.014,LABORATÓRIO DE LINGUAGEM DE PROGRAMAÇÃO I,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.015,LINGUAGEM DE PROGRAMAÇÃO I,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.016,LABORATÓRIO DE APLICAÇÕES WEB I,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.017,ESTRUTURA DE DADOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.018,LABORATÓRIO DE ESTRUTURA DE DADOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.019,LINGUAGEM DE PROGRAMAÇÃO II,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.020,LABORATÓRIO DE LINGUAGEM DE PROGRAMAÇÃO II,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.021,REDES DE COMPUTADORES,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.022,APLICAÇÕES WEB II,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.026,LABORATÓRIO DE APLICAÇÕES MÓVEIS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.027,ENGENHARIA DE SOFTWARE,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.028,LABORATÓRIO DE MONTAGEM E MANUTENÇÃO DE COMPUTADORES,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.029,LABORATÓRIO DE REDES DE COMPUTADORES,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.030,LABORATÓRIO DE PROJETO APLICADO,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.031,APLICAÇÕES MÓVEIS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8INF.032,LABORATÓRIO DE APLICAÇÕES WEB II,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM INFORMÁTICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.001-T,QUALIDADE E SEGURANÇA DO TRABALHO,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.002-T,ACIONAMENTOS E COMANDOS ELÉTRICOS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.003-T,METROLOGIA E AJUSTAGEM MECÂNICA,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.004-T,PROCESSOS DE SOLDAGEM E MANUTENÇÃO MECÂNICA,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.005-T,ESTRUTURA DE DADOS E MICROCONTROLADORES,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.006-T,INSTRUMENTAÇÃO E CONTROLE DE PROCESSOS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.007-T,AUTOMAÇÃO INDUSTRIAL E ROBÓTICA,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.008-T,MÁQUINAS ELÉTRICAS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.009-T,PROCESSOS DE USINAGEM,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.022-T,TECNOLOGIA DOS MATERIAIS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.044-T,CIRCUITOS ELÉTRICOS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.046-T,ELEMENTOS DE MÁQUINAS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",40,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.047-T,ELETRÔNICA ANALÓGICA E DE POTÊNCIA,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.048-T,MÁQUINAS TÉRMICAS E DE FLUXO,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.049-T,MECÂNICA TÉCNICA E RESISTÊNCIA DOS MATERIAIS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.052-T,SISTEMAS DIGITAIS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.081-T,INSTALAÇÕES ELÉTRICAS,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.134-T,ELETROHIDRÁULICA E ELETROPNEUMÁTICA,TÉCNICO INTEGRADO,"TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE) , TÉCNICO EM MECATRÔNICA (SUBSEQUENTE) (SUBSEQUENTE)",80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.135,CIRCUITOS ELÉTRICOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.136,DESENHO TÉCNICO,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.137,SISTEMAS DIGITAIS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.138,TECNOLOGIA DOS MATERIAIS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.139,ACIONAMENTOS E COMANDOS ELÉTRICOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.140,DESENHO AUXILIADO POR COMPUTADOR E INSTALAÇÕES ELÉTRICAS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.141,ELETRÔNICA ANALÓGICA E DE POTÊNCIA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,120,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.142,MÁQUINAS TÉRMICAS E ELEMENTOS DE MÁQUINAS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.143,METROLOGIA E AJUSTAGEM MECÂNICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.144,SISTEMAS EMBARCADOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.145,AUTOMAÇÃO INDUSTRIAL E ROBÓTICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.146,DESENVOLVIMENTO DE SISTEMAS SUPERVISÓRIOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.147,ELETROHIDRÁULICA E ELETROPNEUMÁTICA,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.148,INSTRUMENTAÇÃO E CONTROLE DE PROCESSOS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
COORDENAÇÃO DE REGISTRO ACADÊMICO - VG,8MECT.149,MÁQUINAS ELÉTRICAS,TÉCNICO INTEGRADO,TÉCNICO DE NÍVEL MÉDIO EM MECATRÔNICA,80,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,VERIFICAR PPC DO CURSO,08/09/22
